stop_name,stop_code,type,lat,long
Opposite Punggol Park (64071),64071,Bus Stop,1.3750972,103.8973021
Opposite Punggol Secondary School (65389),65389,Bus Stop,1.4022258,103.9101159
Opposite Punggol Secondary/Blk 195E (65289),65289,Bus Stop,1.4017226,103.9076015
Opposite Punggol View Primary School (65359),65359,Bus Stop,1.4059522,103.9045803
Opposite Queen's Close (11031),11031,Bus Stop,1.2912802,103.8003783
Opposite Queens (11541),11541,Bus Stop,1.292356,103.8057161
Opposite Queenstown Polyclinic (11051),11051,Bus Stop,1.2988788,103.8003733
Opposite Queenstown Primary School (11491),11491,Bus Stop,1.2970973,103.807666
Opposite Queensway Secondary School (11061),11061,Bus Stop,1.3027218,103.8011966
Opposite Queensway Shopping Centre (11519),11519,Bus Stop,1.2866893,103.803377
Opposite REC Singapore (25761),25761,Bus Stop,1.2751159,103.6242174
Opposite Raffles Institute (53211),53211,Bus Stop,1.3470653,103.8471305
Opposite Raffles Institute (53309),53309,Bus Stop,1.3484745,103.8451748
Opposite Redhill Station (10201),10201,Bus Stop,1.2893406,103.8166065
Opposite Reebonz Building (75469),75469,Bus Stop,1.3662947,103.9331441
Opposite Regent Park (17051),17051,Bus Stop,1.3172555,103.7623863
Opposite Regent Villa (11321),11321,Bus Stop,1.321191,103.7900629
Opposite Reuters (18251),18251,Bus Stop,1.2907104,103.7884435
Opposite Rindu Terrace (62159),62159,Bus Stop,1.3457533,103.8776599
Opposite Rio Vista (64321),64321,Bus Stop,1.3722952,103.9004257
Opposite Ripple Bay (78261),78261,Bus Stop,1.3786862,103.9607704
Opposite Ris Grandeur (77069),77069,Bus Stop,1.3741363,103.9408118
Opposite River Valley High School (21399),21399,Bus Stop,1.3447136,103.7078898
Opposite Riverfront Residences (64319),64319,Bus Stop,1.3698374,103.9003876
Opposite Rivervale Primary School (67239),67239,Bus Stop,1.3930419,103.9037592
Opposite Roche Singapore Tech (25641),25641,Bus Stop,1.2961952,103.6383589
Opposite Rochor Station (07539),07539,Bus Stop,1.3043836,103.8522931
Opposite Rolls Royce Private Limited (68109),68109,Bus Stop,1.4040347,103.8639712
Opposite Roxy Square (92111),92111,Bus Stop,1.3047481,103.9029088
Opposite Rutherford/Normanton Park (18289),18289,Bus Stop,1.2873403,103.7913264
Opposite S.A. Deaf (80141),80141,Bus Stop,1.3069961,103.8799897
Opposite SAF Ferry Terminal (95099),95099,Bus Stop,1.3881454,103.9988196
Opposite SAFRA Yishun (59701),59701,Bus Stop,1.4254556,103.8402736
Opposite SAFTI Military Institute (23071),23071,Bus Stop,1.329801,103.682608
Opposite SATS Catering (97171),97171,Bus Stop,1.3456533,103.9699427
Opposite SBST Ang Mo Kio Depot (55231),55231,Bus Stop,1.38579,103.8483304
Opposite SBST Bedok North Depot (84599),84599,Bus Stop,1.3377244,103.9464143
Opposite SBST Bukit Batok Depot (43219),43219,Bus Stop,1.3413856,103.7545783
Opposite SBST Hougang Depot (62249),62249,Bus Stop,1.3441902,103.8910186
Opposite SBST Soon Lee Depot (22199),22199,Bus Stop,1.3311569,103.6985274
Opposite SCDF Headquarters (71171),71171,Bus Stop,1.3350184,103.892416
Opposite SCDF Nee Soon Camp (48099),48099,Bus Stop,1.4028819,103.8120092
Opposite SIA Supplies Centre (98171),98171,Bus Stop,1.3820365,103.9747139
Opposite SIM Headquarters (12099),12099,Bus Stop,1.3280482,103.776934
Opposite SIS Building (10289),10289,Bus Stop,1.2918737,103.8144623
Opposite SMC Manufacturing (25101),25101,Bus Stop,1.334353,103.6477861
Opposite SML Shipyard Limited (23439),23439,Bus Stop,1.3077518,103.6846996
Opposite SMRT Buses Ang Mo Kio Depot (55221),55221,Bus Stop,1.3878384,103.8461959
Opposite SMRT Ulu Pandan Depot (28101),28101,Bus Stop,1.333103,103.7590592
Opposite SP SMA (19029),19029,Bus Stop,1.3095799,103.7819846
Opposite SPC Service Station (21129),21129,Bus Stop,1.3142092,103.7149336
Opposite Saint Andrew's Village (60089),60089,Bus Interchange,1.3286499,103.8661679
Opposite Saint Hilda's Secondary School (76121),76121,Bus Interchange,1.3502585,103.9382599
Opposite Saint John Headquarters (01411),01411,Bus Interchange,1.3021455,103.8628974
Opposite Saint John's Crescent (97079),97079,Bus Interchange,1.3681745,103.9776372
Opposite Saint Joseph's Home (21389),21389,Bus Interchange,1.3500222,103.7098462
Opposite Saint Margaret's Secondary School (41109),41109,Bus Interchange,1.3194132,103.810593
Opposite Saint Nicholas Girls' (56249),56249,Bus Interchange,1.3729033,103.833025
Opposite Saint Teresa's Church (14221),14221,Bus Interchange,1.2735933,103.82893
Opposite Saint Theresa's Convent (14039),14039,Bus Interchange,1.2766513,103.8234691
Opposite Saint Theresa's Home (53019),53019,Bus Interchange,1.3458952,103.8388064
Opposite Saint Thomas Walk (13089),13089,Bus Interchange,1.2957266,103.836049
Opposite Salvation Army (97019),97019,Bus Stop,1.3528982,103.9654416
Opposite Sam McCoy Engineering (22329),22329,Bus Stop,1.330249,103.705041
Opposite Sanmina-SCI (29011),29011,Bus Stop,1.3085331,103.7335963
Opposite Santa Fe Mansions (91051),91051,Bus Stop,1.3004846,103.8894884
Opposite Schenker (64169),64169,Bus Stop,1.3712734,103.9114913
Opposite School Of Science & Tech (19041),19041,Bus Stop,1.3122925,103.7755826
Opposite Sci Park 2/The Galen (15119),15119,Bus Stop,1.2870139,103.7850066
Opposite Sci Park 2/The Gemini (15129),15129,Bus Stop,1.2891784,103.7840263
Opposite Science Park (18049),18049,Bus Stop,1.2901611,103.7920719
Opposite Seagate (46749),46749,Bus Stop,1.4460319,103.8071806
Opposite Seagate (66519),66519,Bus Stop,1.377341,103.871649
Opposite Seasons Park (55021),55021,Bus Stop,1.3856846,103.8387438
Opposite Secura Singapore (22171),22171,Bus Stop,1.3295025,103.6963729
Opposite Sekolah Indonesia (93121),93121,Bus Stop,1.3109442,103.9249645
Opposite Selarang Park Drug Rehabilitation (97089),97089,Bus Stop,1.3708894,103.9800387
Opposite Seletar Camp (68209),68209,Bus Stop,1.4113667,103.8734961
Opposite Seletar Hills Estate (67051),67051,Bus Stop,1.3874852,103.8725709
Opposite Sembawang Air Base (57059),57059,Bus Stop,1.4143787,103.823464
Opposite Sembawang Corporation Industries (58179),58179,Bus Stop,1.4585085,103.8235369
Opposite Sembawang Drug Rehabilitationb Centre (58189),58189,Bus Stop,1.4590769,103.826084
Opposite Sembawang Hills Food Centre (56021),56021,Bus Stop,1.372513,103.82846
Opposite Sembawang Park (58099),58099,Bus Stop,1.4615126,103.8376105
Opposite Sembawang Secondary School (58289),58289,Bus Stop,1.4448437,103.8161299
Opposite Sembawang Shipyard G 8 (58149),58149,Bus Stop,1.4618936,103.8179029
Opposite Sembawang Shopping Centre (58011),58011,Bus Stop,1.4413302,103.8241749
Opposite Sembawang Station (58219),58219,Bus Stop,1.4495046,103.8197626
Opposite Sengkang Fire Station (67719),67719,Bus Stop,1.3797213,103.89527
Opposite Sengkang General Hospital (67411),67411,Bus Stop,1.3948041,103.8943345
Opposite Serangoon Secondary School (62261),62261,Bus Stop,1.3745699,103.9029537
Opposite Serangoon Secondary School (64061),64061,Bus Stop,1.3755818,103.9011566
Opposite Serangoon Sports Complex (63361),63361,Bus Stop,1.3573856,103.8738076
Opposite Serangoon Station Exit F (66381),66381,Bus Stop,1.3503633,103.8712251
Opposite Serangoon Swimming Complex (63169),63169,Bus Stop,1.3570541,103.8756466
Opposite Serenity Park (55101),55101,Bus Stop,1.3909345,103.8596392
Opposite Shaw Plaza (50199),50199,Bus Stop,1.3249529,103.8505509
Opposite Shaw Towers (01621),01621,Bus Stop,1.2970359,103.8565328
Opposite Shimano Private Limited (23201),23201,Bus Stop,1.31967,103.6862614
Opposite Shingda Construction (49171),49171,Bus Stop,1.4351268,103.7501233
Opposite Shunfu Estate (53021),53021,Bus Stop,1.3498534,103.836507
Opposite Sia Huat (29091),29091,Bus Stop,1.2994501,103.7526535
Opposite Siglap South Community Club (93091),93091,Bus Stop,1.3140239,103.9315127
Opposite Siltronic (75391),75391,Bus Stop,1.3750474,103.9213439
Opposite Sime Darby (21259),21259,Bus Stop,1.3360238,103.7104826
Opposite Simei Green Condominium (96209),96209,Bus Stop,1.340538,103.9596572
Opposite Simei Station (96161),96161,Bus Stop,1.3421232,103.9536068
Opposite Sing-China Building (68069),68069,Bus Stop,1.4075395,103.8722987
Opposite Singapore Aerospace Manufacturing (21229),21229,Bus Stop,1.3420614,103.7160394
Opposite Singapore Bible Coll (41129),41129,Bus Stop,1.3254458,103.8140091
Opposite Singapore Discovery Centre (23081),23081,Bus Stop,1.3300826,103.678355
Opposite Singapore Epson Industrial (25471),25471,Bus Stop,1.3354593,103.6418992
Opposite Singapore Expo (96221),96221,Bus Stop,1.3309235,103.9578653
Opposite Singapore Girls' Home (62239),62239,Bus Stop,1.3467664,103.8903288
Opposite Singapore Indoor Stadium (80191),80191,Bus Stop,1.3009101,103.875778
Opposite Singapore Institute of Technology (65701),65701,Bus Stop,1.411694,103.911075
Opposite Singapore Khalsa Association (50241),50241,Bus Stop,1.3172268,103.8573073
Opposite Singapore Polo Club (51039),51039,Bus Stop,1.3316457,103.8389048
Opposite Singapore Polytechnic (19099),19099,Bus Stop,1.3069631,103.7819104
Opposite Singapore Power Training Institute (66081),66081,Bus Stop,1.34305,103.869745
Opposite Singapore Science Centre (28259),28259,Bus Stop,1.334127,103.737019
Opposite Singapore Science Park II (16031),16031,Bus Stop,1.2880266,103.7784834
Opposite Singapore Swim Club (90051),90051,Bus Stop,1.2978046,103.8798523
Opposite Singapore Takada Industrial (24351),24351,Bus Stop,1.2980633,103.6684205
Opposite Singapore Trspt Private Limited (23191),23191,Bus Stop,1.3196758,103.6835888
Opposite Singapore Turf Club (45121),45121,Bus Stop,1.4240471,103.7586062
Opposite Singapore University of Technology and Design (96441),96441,Bus Stop,1.3395085,103.9629105
Opposite Sixth Avenue Station (42019),42019,Bus Stop,1.3316125,103.7968506
Opposite Sls (25781),25781,Bus Stop,1.2763712,103.6357171
Opposite Somerset Station (09038),09038,Bus Stop,1.3015022,103.8385351
Opposite South View Station (44459),44459,Bus Stop,1.3802383,103.7446159
Opposite Southpoint (05629),05629,Bus Interchange,1.2732663,103.8419301
Opposite Springfield Secondary School (75031),75031,Bus Stop,1.3508369,103.9294447
Opposite Springleaf Nature Park (57011),57011,Bus Stop,1.4001584,103.8171398
Opposite Springvale (93079),93079,Bus Stop,1.3125206,103.924946
Opposite Sri Mariamman Temple (05189),05189,Bus Stop,1.2821165,103.8452778
Opposite State Court (06171),06171,Bus Stop,1.2860219,103.8425001
Opposite Sumitomo Bakelite Singapore (47821),47821,Bus Stop,1.4607995,103.8059325
Opposite Summerdale (21691),21691,Bus Stop,1.341242,103.7119222
Opposite Sun Plaza (58259),58259,Bus Stop,1.4477584,103.818869
Opposite Sunrise Gardens (55081),55081,Bus Stop,1.3917779,103.8559762
Opposite Sunshine Bakery (47809),47809,Bus Stop,1.4638099,103.8136298
Opposite Suntec City (80151),80151,Bus Stop,1.2962562,103.8577232
Opposite Suntec Convention Centre (02159),02159,Bus Stop,1.293541,103.8584096
Opposite Super Continental (25439),25439,Bus Stop,1.3387806,103.6363238
Opposite Super Continental (25491),25491,Bus Stop,1.33908,103.6380974
Opposite Tagore Road (56051),56051,Bus Stop,1.3824959,103.8257865
Opposite Taman Jurong Greens (21201),21201,Bus Stop,1.336816,103.717709
Opposite Tampines Changkat Community Club (76339),76339,Bus Stop,1.3453636,103.9476012
Opposite Tampines Dormitory (74059),74059,Bus Stop,1.3660986,103.9292848
Opposite Tampines East Station (76229),76229,Bus Stop,1.3560965,103.9534982
Opposite Tampines Station/Interchange (76149),76149,Bus Interchange,1.3536575,103.946394
Opposite Tan Boon Chong Avenue (11289),11289,Bus Stop,1.3162133,103.788971
Opposite Tan Kah Kee Station (41069),41069,Bus Stop,1.3266142,103.8074869
Opposite Tan Tock Seng Hospital (50129),50129,Bus Stop,1.3189498,103.8492656
Opposite Tan Tong Meng Tower (51011),51011,Bus Stop,1.3281083,103.8399841
Opposite Tanglin Secondary School (20299),20299,Bus Stop,1.310941,103.7585557
Opposite Tanglin Trust School (18181),18181,Bus Stop,1.2971303,103.7937283
Opposite Tanglin View (10271),10271,Bus Stop,1.2911648,103.8175644
Opposite Tanjong Katong Complex (82111),82111,Bus Stop,1.3160857,103.8938108
Opposite Tanjong Katong Girls' School (82071),82071,Bus Stop,1.3072181,103.8954115
Opposite Tanjong Katong Primary School (82259),82259,Bus Stop,1.303918,103.900094
Opposite Tanjong Katong Secondary School (82241),82241,Bus Stop,1.307747,103.8985
Opposite Tanjong Pagar Distripark Blk F5 (14089),14089,Bus Stop,1.2704738,103.8297586
Opposite Tanjong Ria Condominium (90039),90039,Bus Stop,1.2973154,103.8765072
Opposite Tanoto Shipyard (23469),23469,Bus Stop,1.3050809,103.6968572
Opposite Tech View (72131),72131,Bus Stop,1.3379113,103.909941
Opposite Techplace 2 (54651),54651,Bus Stop,1.3785441,103.8655043
Opposite Teen Challenge (31161),31161,Bus Stop,1.3725301,103.7021042
Opposite Telok Blangah Market/Food Centre (14491),14491,Bus Stop,1.272788,103.807945
Opposite Telok Blangah Station (14169),14169,Bus Stop,1.2711687,103.809368
Opposite Temasek Junior College (84119),84119,Bus Stop,1.319696,103.9352357
Opposite Temasek Polytechnic (75231),75231,Bus Stop,1.3470177,103.9327024
Opposite Temasek Polytechnic East G (75221),75221,Bus Stop,1.3456457,103.9360042
Opposite Temasek Polytechnic West G (75241),75241,Bus Stop,1.3484667,103.9298452
Opposite Temasek Secondary School (94051),94051,Bus Stop,1.3171577,103.9471971
Opposite Tengah Air Base (30019),30019,Bus Stop,1.3731153,103.7130644
Opposite Textile Centre (01231),01231,Bus Stop,1.3032741,103.8610629
Opposite The Clearwater Condominium (75341),75341,Bus Stop,1.33829,103.9338291
Opposite The Fisherman Church (11471),11471,Bus Stop,1.2995576,103.8031832
Opposite The Gateway (01511),01511,Bus Stop,1.2992801,103.8586875
Opposite The Greenwich (67041),67041,Bus Stop,1.3880348,103.8703393
Opposite The Helping Hand (63029),63029,Bus Stop,1.3572727,103.882222
Opposite The Hillford (42181),42181,Bus Stop,1.343762,103.769348
Opposite The Hillside (43029),43029,Bus Stop,1.3521785,103.7699817
Opposite The Holy Family Church (92121),92121,Bus Stop,1.3072611,103.9067392
Opposite The Holy Trinity Church (76081),76081,Bus Stop,1.3495213,103.9492905
Opposite The Index (25711),25711,Bus Stop,1.2885727,103.6250589
Opposite The Infiniti (20039),20039,Bus Stop,1.3210222,103.7547679
Opposite The JTC Summit (28201),28201,Bus Stop,1.3321876,103.7418115
Opposite The Japanese Association (41131),41131,Bus Stop,1.3298257,103.8145999
Opposite The Japanese Secondary School (20281),20281,Bus Stop,1.3123181,103.7546879
Opposite The Linear (44011),44011,Bus Stop,1.3744504,103.7625624
Opposite The Midtown (64049),64049,Bus Stop,1.3703634,103.896075
Opposite The Minton (62221),62221,Bus Interchange,1.3508323,103.8825755
Opposite The Nautical (58021),58021,Bus Stop,1.4432826,103.8236933
Opposite The Nexus (42039),42039,Bus Stop,1.3346938,103.7877212
Opposite The Petals Condominium (43231),43231,Bus Stop,1.3539204,103.7600429
Opposite The Rail Mall (43051),43051,Bus Stop,1.360403,103.7668565
Opposite The Ritz-Carlton (02171),02171,Bus Stop,1.2904326,103.8610331
Opposite The Rivervale (65011),65011,Bus Stop,1.3815936,103.8972299
Opposite The Rivervale (67729),67729,Bus Stop,1.3794729,103.898755
Opposite The Shaughnessy (59751),59751,Bus Stop,1.4174461,103.8459196
Opposite The Summit (94039),94039,Bus Stop,1.3148549,103.9406389
Opposite The Synergy (28049),28049,Bus Stop,1.3306797,103.7481848
Opposite The Treasury (04249),04249,Bus Stop,1.2905265,103.850327
Opposite Thomson Medical Centre (50059),50059,Bus Stop,1.3254393,103.8422132
Opposite Thomson Plaza (53059),53059,Bus Stop,1.3553774,103.831495
Opposite TimMac @ Kranji (49259),49259,Bus Stop,1.43705,103.756005
Opposite Tiong Bahru Park (10171),10171,Bus Stop,1.2873416,103.8234561
Opposite Tiong Bahru Station (10161),10161,Bus Stop,1.2859427,103.8266883
Opposite Toa Payoh Polyclinic (52489),52489,Bus Stop,1.335377,103.8586341
Opposite Toa Payoh Station (52181),52181,Bus Stop,1.3329198,103.8464946
Opposite Toh Guan Centre (28689),28689,Bus Stop,1.3372397,103.7544563
Opposite Toh Tuck Cresent (42291),42291,Bus Stop,1.3377222,103.7643266
Opposite Townsville Primary School (54609),54609,Bus Stop,1.3593241,103.8553321
Opposite Toyo Ink (24139),24139,Bus Stop,1.3273359,103.6719301
Opposite Track 11 (32059),32059,Bus Stop,1.4090305,103.701233
Opposite Track 13 (32079),32079,Bus Stop,1.4151926,103.7001615
Opposite Track 14 (30059),30059,Bus Stop,1.3743638,103.7266862
Opposite Tractor Road (21319),21319,Bus Stop,1.3237859,103.7098118
Opposite Traffic Police (70091),70091,Bus Stop,1.330718,103.8910438
Opposite Treasure Crest (67641),67641,Bus Stop,1.3980037,103.893426
Opposite Trellis Towers (52079),52079,Bus Stop,1.3293768,103.8438516
Opposite Trinity @ Paya Lebar (70279),70279,Bus Stop,1.3315518,103.8895186
Opposite Trinity Methodist Church (66139),66139,Bus Stop,1.3635541,103.8693768
Opposite Tropica Condominium (75251),75251,Bus Stop,1.3495005,103.9278863
Opposite Tuas Link Station (25421),25421,Bus Stop,1.3413998,103.6375066
Opposite Tuas West Street (25459),25459,Bus Stop,1.332771,103.6341107
Opposite Twin Fountains (47499),47499,Bus Stop,1.4308235,103.8006175
Opposite UE Bizhub Central (55041),55041,Bus Stop,1.3912335,103.8460321
Opposite UE Square (04329),04329,Bus Stop,1.2919546,103.8432982
Opposite UMC (77409),77409,Bus Stop,1.381426,103.932338
Opposite Uni-Tech Centre (28699),28699,Bus Stop,1.3356998,103.7571354
Opposite United Square (50029),50029,Bus Stop,1.3164554,103.8448582
Opposite University Health Centre (18321),18321,Bus Stop,1.2987422,103.7756587
Opposite Upper Seletar Reservoir (48081),48081,Bus Stop,1.4054626,103.8088508
Opposite Upper Serangoon Shopping Centre (63011),63011,Bus Stop,1.35436,103.878333
Opposite Utoc Engineering (21329),21329,Bus Stop,1.3268824,103.7090343
Opposite Valley Point (13051),13051,Bus Interchange,1.2933504,103.8263634
Opposite Varco (23141),23141,Bus Stop,1.3266521,103.684011
Opposite Varsity Park (17011),17011,Bus Stop,1.2938593,103.7668672
Opposite Veerasamy Road (07419),07419,Bus Stop,1.3064912,103.856102
Opposite Victoria Junior College (93189),93189,Bus Stop,1.3036532,103.9194461
Opposite Village Hotel (14529),14529,Bus Stop,1.2533191,103.8211579
Opposite Village Tower (12199),12199,Bus Stop,1.3154629,103.7781221
Opposite Visionaire (58269),58269,Bus Stop,1.447065,103.8276688
Opposite VivoCity (14119),14119,Bus Stop,1.2659529,103.8222912
Opposite War Memorial Park (02119),02119,Bus Stop,1.2918884,103.8553564
Opposite Waseda S Senior High School (17029),17029,Bus Stop,1.2974962,103.7672159
Opposite Wason Wood Industrial (49071),49071,Bus Stop,1.4293151,103.7471133
Opposite Waterfront Isle (84611),84611,Bus Stop,1.339215,103.927902
Opposite Waterfront Key (84601),84601,Bus Stop,1.338217,103.9311425
Opposite Waterfront Waves (84631),84631,Bus Stop,1.3388065,103.9294866
Opposite Wellington Primary School (58481),58481,Bus Stop,1.4530768,103.822701
Opposite West Bay Resort Condominium (17389),17389,Bus Stop,1.2991211,103.7670175
Opposite West Coast Link (17361),17361,Bus Stop,1.2985438,103.763443
Opposite West Coast Park (17299),17299,Bus Stop,1.291196,103.7685921
Opposite West Coast View (17301),17301,Bus Stop,1.294907,103.765172
Opposite West Spring Secondary School (44819),44819,Bus Stop,1.3870697,103.7600105
Opposite West Star (25571),25571,Bus Stop,1.3154424,103.6352291
Opposite Westlink Two (25611),25611,Bus Stop,1.2976574,103.6330062
Opposite Westwood Secondary School (27101),27101,Bus Stop,1.3525474,103.7011524
Opposite Weyhill Close (18179),18179,Bus Stop,1.2998376,103.7930492
Opposite Wharves Building (16219),16219,Bus Stop,1.2800964,103.7837
Opposite White Sands Pri School (78199),78199,Bus Stop,1.3641877,103.9614302
Opposite Whitley Secondary School (53141),53141,Bus Stop,1.3556788,103.8413044
Opposite Wholesale Centre (16239),16239,Bus Stop,1.2864537,103.7788859
Opposite Woodgrove Secondary School (47539),47539,Bus Stop,1.4293337,103.7980053
Opposite Woodlands Auto Hub (47041),47041,Bus Stop,1.4526103,103.7916317
Opposite Woodlands Civic Centre (46329),46329,Bus Stop,1.4344134,103.7874728
Opposite Woodlands Industrial Park D Street 1 (46381),46381,Bus Stop,1.4291072,103.7668201
Opposite Woodlands Mart (46809),46809,Bus Stop,1.4463864,103.7983483
Opposite Woodlands Ring Secondary (46619),46619,Bus Stop,1.4290698,103.7776226
Opposite Woodlands Spectrum 1 (46931),46931,Bus Stop,1.4530221,103.8079425
Opposite Woodlands Sunny Food (47819),47819,Bus Stop,1.4625919,103.8101329
Opposite Woodleigh Mall (61131),61131,Bus Stop,1.3389177,103.8727041
Opposite Woodleigh Park (61029),61029,Bus Stop,1.3361328,103.8705233
Opposite Woodsvale Condominium (47619),47619,Bus Stop,1.4442724,103.8071333
Opposite Wyeth Pharmaceuticals (25591),25591,Bus Stop,1.3102829,103.6350531
Opposite Xinmin Primary School (63389),63389,Bus Stop,1.370693,103.88246
Opposite YLS Steel (26221),26221,Bus Stop,1.2933857,103.636911
Opposite Yeo's Building (14171),14171,Bus Stop,1.2714666,103.8065037
Opposite Yeow San Private Limited (24129),24129,Bus Stop,1.326173,103.669817
Opposite Yew Mei Green Condominium (45371),45371,Bus Stop,1.3953104,103.7519562
Opposite Yew Tee Industrial Estate (45039),45039,Bus Stop,1.395951,103.7544035
Opposite Yew Tee Industrial Estate Blk 1 (45049),45049,Bus Stop,1.3977795,103.7550371
Opposite Yew Tee Station (45329),45329,Bus Stop,1.397412,103.7478965
Opposite Yio Chu Kang Community Club (55169),55169,Bus Stop,1.3811384,103.8410103
Opposite Yio Chu Kang Stadium (55311),55311,Bus Stop,1.3842943,103.8468412
Opposite Yio Chu Kang Station (55181),55181,Bus Stop,1.3813475,103.8439861
Opposite Yishun Community Hospital (59611),59611,Bus Stop,1.4242174,103.8367078
Opposite Yishun Emerald (59529),59529,Bus Stop,1.4404448,103.8317854
Opposite Yishun Industrial Park A (59221),59221,Bus Stop,1.4389667,103.8350198
Opposite Yishun Primary School (59109),59109,Bus Stop,1.4344041,103.8332191
Opposite Yishun Sports Hall (59031),59031,Bus Stop,1.4127723,103.8308424
Opposite Yishun Station (59073),59073,Bus Stop,1.428724,103.8354887
Opposite Yishun Station Exit B (59159),59159,Bus Stop,1.4305495,103.8345201
Opposite Youth Flying Club (68131),68131,Bus Stop,1.4159104,103.8617244
Opposite Yuying Secondary School (63279),63279,Bus Stop,1.3562628,103.8897661
Opposite Zhenghua Primary School (44239),44239,Bus Stop,1.3784663,103.7698891
Opposite Zhongshan Mall (50179),50179,Bus Stop,1.3264514,103.8465082
Opto-Pharm (25099),25099,Bus Stop,1.3339278,103.6449284
Orchard Boulevard Station Exit 1 (09139),09139,Bus Stop,1.303543,103.8236855
Orchard Plaza (08137),08137,Bus Stop,1.3006857,103.8409687
Orchard Station Exit 13 (09022),09022,Bus Stop,1.3025248,103.8323988
Orchard Station/Lucky Plaza (09048),09048,Bus Stop,1.3039115,103.8341132
Orchard Station/Tang Plaza (09047),09047,Bus Stop,1.3045082,103.8329405
Orchid Country Club (59749),59749,Bus Stop,1.4150648,103.8445374
Orchid Park Condominium (59499),59499,Bus Stop,1.4131451,103.8345978
Our Tampines Hub (76051),76051,Bus Stop,1.3528281,103.9412794
Outram Park Station Exit 1 (06029),06029,Bus Stop,1.2816294,103.8386887
Outram Park Station Exit 4 (05069),05069,Bus Stop,1.2801881,103.8402408
Outram Park Station Exit 6/SGH (10018),10018,Bus Stop,1.2789965,103.8385905
Outram Park Station Exit 7 (06011),06011,Bus Stop,1.2807947,103.8388794
PB Packaging Systems (21521),21521,Bus Stop,1.3340806,103.7145574
PEC Limited (23389),23389,Bus Stop,1.3075614,103.6937924
PLAB 7ransfer,N/A,Bus Interchange,1.344554,103.9005273
PPIS Bukit Batok (43631),43631,Bus Stop,1.3478193,103.7684415
PPL Shipyard (29101),29101,Bus Stop,1.2985611,103.7500656
PUB Quarter (49211),49211,Bus Stop,1.4386628,103.7350537
PUB Recreation Club (66079),66079,Bus Stop,1.343519,103.867056
PUB Sub-Station (27181),27181,Bus Stop,1.3559391,103.6890987
Palm Gdns (44449),44449,Bus Stop,1.3788684,103.7476147
Pan Tech Industrial Complex (20341),20341,Bus Stop,1.3118791,103.7505301
Panasonic (84139),84139,Bus Stop,1.3214433,103.9277803
Panasonic Industrial Devices (24499),24499,Bus Stop,1.325967,103.674436
Pandan Valley (12169),12169,Bus Stop,1.3191514,103.7772012
Pandan Valley Condominium (12031),12031,Bus Stop,1.3207995,103.7797156
Parc Oasis (28451),28451,Bus Stop,1.343946,103.7346448
Parc Olympia (98299),98299,Bus Stop,1.3558923,103.9655895
Parish Of Christ Church (50019),50019,Bus Stop,1.3119371,103.8476374
Park Natura (43201),43201,Bus Stop,1.3469405,103.7647616
Park Shore Condominium (90019),90019,Bus Stop,1.296585,103.8690124
Parkview Square (01139),01139,Bus Stop,1.3003774,103.8572339
Parkway East Hospital (83151),83151,Bus Stop,1.3148775,103.9091407
Parkwood Residences (63209),63209,Bus Stop,1.3660907,103.8752694
Pasir Laba Camp (24049),24049,Bus Stop,1.3309243,103.6737852
Pasir Panjang Centre (15161),15161,Bus Stop,1.2744188,103.7968394
Pasir Panjang Station/Food Centre (15191),15191,Bus Stop,1.2758939,103.7924847
Pasir Ris Elias Community Club (77201),77201,Bus Stop,1.3786347,103.9427229
Pasir Ris Interchange (77009),77009,Bus Interchange,1.373696,103.94845
Pasir Ris Park (77129),77129,Bus Stop,1.3839899,103.9437038
Pasir Ris Primary School (78131),78131,Bus Stop,1.3730847,103.9637166
Pasir Ris Station Exit B (77039),77039,Bus Stop,1.3724292,103.9486411
Pasir Ris Town Park (77049),77049,Bus Stop,1.3694876,103.9514647
Pasir View Park (15219),15219,Bus Stop,1.2781796,103.7869722
Paxocean (26059),26059,Bus Stop,1.3166785,103.6408204
Paya Lebar Air Base (71189),71189,Bus Stop,1.3448876,103.8992252
Paya Lebar Gardens (62029),62029,Bus Stop,1.3440924,103.8828008
Paya Lebar Girls' School (63301),63301,Bus Stop,1.3514567,103.8853358
Paya Lebar Station Exit B (81111),81111,Bus Stop,1.3185242,103.8921644
Paya Lebar Station Exit C (81119),81119,Bus Stop,1.3184219,103.891701
Paya Lebar Station Exit D (81129),81129,Bus Stop,1.3163353,103.892194
Paya Ubi Industrial Park (71201),71201,Bus Stop,1.3261245,103.8979059
Peace Centre (07011),07011,Bus Stop,1.3008565,103.8498417
Pebble Bay (90021),90021,Bus Stop,1.2972001,103.8712992
Pec (25541),25541,Bus Stop,1.3297814,103.6478376
Pei Chun Public School (52341),52341,Bus Stop,1.3362704,103.855697
Pei Hwa Presbyterian Primary School (42071),42071,Bus Stop,1.3386862,103.7770058
Pek Kio Market (50081),50081,Bus Stop,1.316565,103.850315
Pfizer Global (25601),25601,Bus Stop,1.301632,103.634717
Phoenix Station (44141),44141,Bus Stop,1.3783463,103.7577632
Pine Grove Condominium (12051),12051,Bus Stop,1.3198638,103.7739606
Pioneer Junction (22189),22189,Bus Stop,1.3336908,103.6966722
Pioneer Station Exit A (22521),22521,Bus Stop,1.3374226,103.6977535
Pioneer Station Exit B (22529),22529,Bus Stop,1.3377778,103.6973331
Plaza Parkroyal (01529),01529,Bus Stop,1.3004331,103.8604334
